日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
2010-08-20,1,1,1,1,0,0
2010-08-27,1.001,1.001,1.001,1.001,0,0
2010-09-03,1.006,1.006,1.006,1.006,0,0
2010-09-10,1.006,1.006,1.006,1.006,0,0
2010-09-17,1.004,1.004,1.004,1.004,0,0
2010-09-21,1.005,1.005,1.005,1.005,0,0
2010-09-30,1.007,1.007,1.007,1.007,0,0
2010-10-08,1.013,1.013,1.013,1.013,0,0
2010-10-15,0.994,0.994,0.994,0.994,0,0
2010-10-22,1.01,1.01,1.01,1.01,0,0
2010-10-26,1.019,1.019,1.019,1.019,0,0
2010-10-27,1.014,1.014,1.014,1.014,0,0
2010-10-28,1.013,1.013,1.013,1.013,0,0
2010-10-29,1.017,1.017,1.017,1.017,0,0
2010-11-01,1.026,1.026,1.026,1.026,0,0
2010-11-02,1.024,1.024,1.024,1.024,0,0
2010-11-03,1.024,1.024,1.024,1.024,0,0
2010-11-04,1.03,1.03,1.03,1.03,0,0
2010-11-05,1.033,1.033,1.033,1.033,0,0
2010-11-08,1.038,1.038,1.038,1.038,0,0
2010-11-09,1.045,1.045,1.045,1.045,0,0
2010-11-10,1.058,1.058,1.058,1.058,0,0
2010-11-11,1.051,1.051,1.051,1.051,0,0
2010-11-12,1.02,1.02,1.02,1.02,0,0
2010-11-15,1.042,1.042,1.042,1.042,0,0
2010-11-16,1.027,1.027,1.027,1.027,0,0
2010-11-17,1.002,1.002,1.002,1.002,0,0
2010-11-18,1.01,1.01,1.01,1.01,0,0
2010-11-19,1.026,1.026,1.026,1.026,0,0
2010-11-22,1.031,1.031,1.031,1.031,0,0
2010-11-23,1.022,1.022,1.022,1.022,0,0
2010-11-24,1.036,1.036,1.036,1.036,0,0
2010-11-25,1.044,1.044,1.044,1.044,0,0
2010-11-26,1.042,1.042,1.042,1.042,0,0
2010-11-29,1.044,1.044,1.044,1.044,0,0
2010-11-30,1.028,1.028,1.028,1.028,0,0
2010-12-01,1.024,1.024,1.024,1.024,0,0
2010-12-02,1.02,1.02,1.02,1.02,0,0
2010-12-03,1.014,1.014,1.014,1.014,0,0
2010-12-06,1.002,1.002,1.002,1.002,0,0
2010-12-07,1.009,1.009,1.009,1.009,0,0
2010-12-08,1.008,1.008,1.008,1.008,0,0
2010-12-09,0.993,0.993,0.993,0.993,0,0
2010-12-10,0.999,0.999,0.999,0.999,0,0
2010-12-13,1.018,1.018,1.018,1.018,0,0
2010-12-14,1.021,1.021,1.021,1.021,0,0
2010-12-15,1.016,1.016,1.016,1.016,0,0
2010-12-16,1.013,1.013,1.013,1.013,0,0
2010-12-17,1.01,1.01,1.01,1.01,0,0
2010-12-20,1.002,1.002,1.002,1.002,0,0
2010-12-21,1.004,1.004,1.004,1.004,0,0
2010-12-22,0.995,0.995,0.995,0.995,0,0
2010-12-23,0.985,0.985,0.985,0.985,0,0
2010-12-24,0.975,0.975,0.975,0.975,0,0
2010-12-27,0.958,0.958,0.958,0.958,0,0
2010-12-28,0.952,0.952,0.952,0.952,0,0
2010-12-29,0.963,0.963,0.963,0.963,0,0
2010-12-30,0.966,0.966,0.966,0.966,0,0
2010-12-31,0.983,0.983,0.983,0.983,0,0
2011-01-04,0.986,0.986,0.986,0.986,0,0
2011-01-05,0.98,0.98,0.98,0.98,0,0
2011-01-06,0.975,0.975,0.975,0.975,0,0
2011-01-07,0.971,0.971,0.971,0.971,0,0
2011-01-10,0.952,0.952,0.952,0.952,0,0
2011-01-11,0.95,0.95,0.95,0.95,0,0
2011-01-12,0.951,0.951,0.951,0.951,0,0
2011-01-13,0.957,0.957,0.957,0.957,0,0
2011-01-14,0.948,0.948,0.948,0.948,0,0
2011-01-17,0.918,0.918,0.918,0.918,0,0
2011-01-18,0.927,0.927,0.927,0.927,0,0
2011-01-19,0.94,0.94,0.94,0.94,0,0
2011-01-20,0.916,0.916,0.916,0.916,0,0
2011-01-21,0.911,0.911,0.911,0.911,0,0
2011-01-24,0.894,0.894,0.894,0.894,0,0
2011-01-25,0.887,0.887,0.887,0.887,0,0
2011-01-26,0.897,0.897,0.897,0.897,0,0
2011-01-27,0.905,0.905,0.905,0.905,0,0
2011-01-28,0.915,0.915,0.915,0.915,0,0
2011-01-31,0.923,0.923,0.923,0.923,0,0
2011-02-01,0.921,0.921,0.921,0.921,0,0
2011-02-09,0.918,0.918,0.918,0.918,0,0
2011-02-10,0.94,0.94,0.94,0.94,0,0
2011-02-11,0.949,0.949,0.949,0.949,0,0
2011-02-14,0.962,0.962,0.962,0.962,0,0
2011-02-15,0.957,0.957,0.957,0.957,0,0
2011-02-16,0.962,0.962,0.962,0.962,0,0
2011-02-17,0.956,0.956,0.956,0.956,0,0
2011-02-18,0.952,0.952,0.952,0.952,0,0
2011-02-21,0.967,0.967,0.967,0.967,0,0
2011-02-22,0.949,0.949,0.949,0.949,0,0
