日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
2007-01-16,1.806,1.806,1.806,1.806,0,0
2007-01-17,1.785,1.785,1.785,1.785,0,0
2007-01-18,1.765,1.765,1.765,1.765,0,0
2007-01-19,1.812,1.812,1.812,1.812,0,0
2007-01-22,1.874,1.874,1.874,1.874,0,0
2007-01-23,1.905,1.905,1.905,1.905,0,0
2007-01-24,1.938,1.938,1.938,1.938,0,0
2007-01-25,1.89,1.89,1.89,1.89,0,0
2007-01-26,1.938,1.938,1.938,1.938,0,0
2007-01-29,1.969,1.969,1.969,1.969,0,0
2007-01-30,1.951,1.951,1.951,1.951,0,0
2007-01-31,1.8253,1.8253,1.8253,1.8253,0,0
2007-02-01,1.8167,1.8167,1.8167,1.8167,0,0
2007-02-02,1.7443,1.7443,1.7443,1.7443,0,0
2007-02-05,1.7102,1.7102,1.7102,1.7102,0,0
2007-02-06,1.7198,1.7198,1.7198,1.7198,0,0
2007-02-07,1.7688,1.7688,1.7688,1.7688,0,0
2007-02-08,1.7709,1.7709,1.7709,1.7709,0,0
2007-02-09,1.7539,1.7539,1.7539,1.7539,0,0
2007-02-12,1.8082,1.8082,1.8082,1.8082,0,0
2007-02-13,1.8221,1.8221,1.8221,1.8221,0,0
2007-02-14,1.8562,1.8562,1.8562,1.8562,0,0
2007-02-15,1.8999,1.8999,1.8999,1.8999,0,0
2007-02-16,1.902,1.902,1.902,1.902,0,0
2007-02-26,1.8935,1.8935,1.8935,1.8935,0,0
2007-02-27,1.74,1.74,1.74,1.74,0,0
2007-02-28,1.7667,1.7667,1.7667,1.7667,0,0
2007-03-01,1.7251,1.7251,1.7251,1.7251,0,0
2007-03-02,1.7528,1.7528,1.7528,1.7528,0,0
2007-03-05,1.7177,1.7177,1.7177,1.7177,0,0
2007-03-06,1.7624,1.7624,1.7624,1.7624,0,0
2007-03-07,1.8061,1.8061,1.8061,1.8061,0,0
2007-03-08,1.8189,1.8189,1.8189,1.8189,0,0
2007-03-09,1.8189,1.8189,1.8189,1.8189,0,0
2007-03-12,1.8242,1.8242,1.8242,1.8242,0,0
2007-03-13,1.8274,1.8274,1.8274,1.8274,0,0
2007-03-14,1.805,1.805,1.805,1.805,0,0
2007-03-15,1.8391,1.8391,1.8391,1.8391,0,0
2007-03-16,1.8125,1.8125,1.8125,1.8125,0,0
2007-03-19,1.8679,1.8679,1.8679,1.8679,0,0
2007-03-20,1.8572,1.8572,1.8572,1.8572,0,0
2007-03-21,1.8668,1.8668,1.8668,1.8668,0,0
2007-03-22,1.8828,1.8828,1.8828,1.8828,0,0
2007-03-23,1.8817,1.8817,1.8817,1.8817,0,0
2007-03-26,1.9063,1.9063,1.9063,1.9063,0,0
2007-03-27,1.8999,1.8999,1.8999,1.8999,0,0
2007-03-28,1.9073,1.9073,1.9073,1.9073,0,0
2007-03-29,1.8956,1.8956,1.8956,1.8956,0,0
2007-03-30,1.8935,1.8935,1.8935,1.8935,0,0
2007-03-31,1.8935,1.8935,1.8935,1.8935,0,0
2007-04-02,1.9403,1.9403,1.9403,1.9403,0,0
2007-04-03,1.9585,1.9585,1.9585,1.9585,0,0
2007-04-04,1.9755,1.9755,1.9755,1.9755,0,0
2007-04-05,1.983,1.983,1.983,1.983,0,0
2007-04-06,1.983,1.983,1.983,1.983,0,0
2007-04-09,2.0021,2.0021,2.0021,2.0021,0,0
2007-04-10,2.0309,2.0309,2.0309,2.0309,0,0
2007-04-11,2.0608,2.0608,2.0608,2.0608,0,0
2007-04-12,2.0991,2.0991,2.0991,2.0991,0,0
2007-04-13,2.0917,2.0917,2.0917,2.0917,0,0
2007-04-16,2.1471,2.1471,2.1471,2.1471,0,0
2007-04-17,2.1279,2.1279,2.1279,2.1279,0,0
2007-04-18,2.1375,2.1375,2.1375,2.1375,0,0
2007-04-19,2.0757,2.0757,2.0757,2.0757,0,0
2007-04-20,2.1577,2.1577,2.1577,2.1577,0,0
2007-04-23,2.2195,2.2195,2.2195,2.2195,0,0
2007-04-24,2.2227,2.2227,2.2227,2.2227,0,0
2007-04-25,2.2291,2.2291,2.2291,2.2291,0,0
2007-04-26,2.2451,2.2451,2.2451,2.2451,0,0
2007-04-27,2.1971,2.1971,2.1971,2.1971,0,0
2007-04-30,2.2259,2.2259,2.2259,2.2259,0,0
2007-05-08,2.2739,2.2739,2.2739,2.2739,0,0
2007-05-09,2.2653,2.2653,2.2653,2.2653,0,0
2007-05-10,2.2781,2.2781,2.2781,2.2781,0,0
2007-05-11,2.2632,2.2632,2.2632,2.2632,0,0
2007-05-14,2.2941,2.2941,2.2941,2.2941,0,0
2007-05-15,2.2462,2.2462,2.2462,2.2462,0,0
2007-05-16,2.3069,2.3069,2.3069,2.3069,0,0
2007-05-17,2.3474,2.3474,2.3474,2.3474,0,0
2007-05-18,2.3431,2.3431,2.3431,2.3431,0,0
2007-05-21,2.3559,2.3559,2.3559,2.3559,0,0
2007-05-22,2.3666,2.3666,2.3666,2.3666,0,0
2007-05-23,2.3825,2.3825,2.3825,2.3825,0,0
2007-05-24,2.3644,2.3644,2.3644,2.3644,0,0
2007-05-25,2.4188,2.4188,2.4188,2.4188,0,0
2007-05-28,2.4721,2.4721,2.4721,2.4721,0,0
2007-05-29,2.5275,2.5275,2.5275,2.5275,0,0
2007-05-30,2.3602,2.3602,2.3602,2.3602,0,0
2007-05-31,2.422,2.422,2.422,2.422,0,0
2007-06-01,2.4028,2.4028,2.4028,2.4028,0,0
2007-06-04,2.2589,2.2589,2.2589,2.2589,0,0
2007-06-05,2.3314,2.3314,2.3314,2.3314,0,0
2007-06-06,2.3559,2.3559,2.3559,2.3559,0,0
2007-06-07,2.4156,2.4156,2.4156,2.4156,0,0
2007-06-08,2.438,2.438,2.438,2.438,0,0
2007-06-11,2.5402,2.5402,2.5402,2.5402,0,0
2007-06-12,2.5989,2.5989,2.5989,2.5989,0,0
2007-06-13,2.6351,2.6351,2.6351,2.6351,0,0
2007-06-14,2.6159,2.6159,2.6159,2.6159,0,0
2007-06-15,2.6361,2.6361,2.6361,2.6361,0,0
2007-06-18,2.6958,2.6958,2.6958,2.6958,0,0
2007-06-19,2.6798,2.6798,2.6798,2.6798,0,0
2007-06-20,2.6543,2.6543,2.6543,2.6543,0,0
2007-06-21,2.6937,2.6937,2.6937,2.6937,0,0
2007-06-22,2.6479,2.6479,2.6479,2.6479,0,0
2007-06-25,2.5893,2.5893,2.5893,2.5893,0,0
2007-06-26,2.6138,2.6138,2.6138,2.6138,0,0
2007-06-27,2.6756,2.6756,2.6756,2.6756,0,0
2007-06-28,2.5765,2.5765,2.5765,2.5765,0,0
2007-06-29,2.5062,2.5062,2.5062,2.5062,0,0
2007-06-30,2.5062,2.5062,2.5062,2.5062,0,0
2007-07-02,2.4955,2.4955,2.4955,2.4955,0,0
2007-07-03,2.5285,2.5285,2.5285,2.5285,0,0
2007-07-04,2.487,2.487,2.487,2.487,0,0
2007-07-05,2.3751,2.3751,2.3751,2.3751,0,0
2007-07-06,2.4635,2.4635,2.4635,2.4635,0,0
2007-07-09,2.5168,2.5168,2.5168,2.5168,0,0
2007-07-10,2.4923,2.4923,2.4923,2.4923,0,0
2007-07-11,2.4934,2.4934,2.4934,2.4934,0,0
2007-07-12,2.5179,2.5179,2.5179,2.5179,0,0
2007-07-13,2.5264,2.5264,2.5264,2.5264,0,0
2007-07-16,2.4752,2.4752,2.4752,2.4752,0,0
2007-07-17,2.559,2.559,2.559,2.559,0,0
2007-07-18,2.5704,2.5704,2.5704,2.5704,0,0
2007-07-19,2.5636,2.5636,2.5636,2.5636,0,0
2007-07-20,2.6315,2.6315,2.6315,2.6315,0,0
2007-07-23,2.7153,2.7153,2.7153,2.7153,0,0
2007-07-24,2.713,2.713,2.713,2.713,0,0
2007-07-25,2.7311,2.7311,2.7311,2.7311,0,0
2007-07-26,2.747,2.747,2.747,2.747,0,0
2007-07-27,2.747,2.747,2.747,2.747,0,0
2007-07-30,2.7968,2.7968,2.7968,2.7968,0,0
2007-07-31,2.8353,2.8353,2.8353,2.8353,0,0
2007-08-01,2.7651,2.7651,2.7651,2.7651,0,0
2007-08-02,2.8466,2.8466,2.8466,2.8466,0,0
2007-08-03,2.9599,2.9599,2.9599,2.9599,0,0
2007-08-06,3.0074,3.0074,3.0074,3.0074,0,0
2007-08-07,3.012,3.012,3.012,3.012,0,0
2007-08-08,2.9803,2.9803,2.9803,2.9803,0,0
2007-08-09,3.0527,3.0527,3.0527,3.0527,0,0
2007-08-10,3.012,3.012,3.012,3.012,0,0
2007-08-13,3.0074,3.0074,3.0074,3.0074,0,0
2007-08-14,3.0301,3.0301,3.0301,3.0301,0,0
2007-08-15,3.0391,3.0391,3.0391,3.0391,0,0
2007-08-16,2.978,2.978,2.978,2.978,0,0
2007-08-17,2.9078,2.9078,2.9078,2.9078,0,0
2007-08-20,3.0708,3.0708,3.0708,3.0708,0,0
2007-08-21,3.1093,3.1093,3.1093,3.1093,0,0
2007-08-22,3.1388,3.1388,3.1388,3.1388,0,0
2007-08-23,3.1795,3.1795,3.1795,3.1795,0,0
2007-08-24,3.2226,3.2226,3.2226,3.2226,0,0
2007-08-27,3.2407,3.2407,3.2407,3.2407,0,0
2007-08-28,3.2475,3.2475,3.2475,3.2475,0,0
2007-08-29,3.1954,3.1954,3.1954,3.1954,0,0
2007-08-30,3.2248,3.2248,3.2248,3.2248,0,0
2007-08-31,3.295,3.295,3.295,3.295,0,0
2007-09-03,3.363,3.363,3.363,3.363,0,0
2007-09-04,3.2905,3.2905,3.2905,3.2905,0,0
2007-09-05,3.2792,3.2792,3.2792,3.2792,0,0
2007-09-06,3.3177,3.3177,3.3177,3.3177,0,0
2007-09-07,3.2588,3.2588,3.2588,3.2588,0,0
2007-09-10,3.3132,3.3132,3.3132,3.3132,0,0
2007-09-11,3.1841,3.1841,3.1841,3.1841,0,0
2007-09-12,3.2135,3.2135,3.2135,3.2135,0,0
2007-09-13,3.3109,3.3109,3.3109,3.3109,0,0
2007-09-14,3.3471,3.3471,3.3471,3.3471,0,0
2007-09-17,3.3834,3.3834,3.3834,3.3834,0,0
2007-09-18,3.329,3.329,3.329,3.329,0,0
2007-09-19,3.3041,3.3041,3.3041,3.3041,0,0
2007-09-20,3.3313,3.3313,3.3313,3.3313,0,0
2007-09-21,3.2882,3.2882,3.2882,3.2882,0,0
2007-09-24,3.3267,3.3267,3.3267,3.3267,0,0
2007-09-25,3.295,3.295,3.295,3.295,0,0
2007-09-26,3.252,3.252,3.252,3.252,0,0
2007-09-27,3.2792,3.2792,3.2792,3.2792,0,0
2007-09-28,3.372,3.372,3.372,3.372,0,0
2007-09-30,3.372,3.372,3.372,3.372,0,0
2007-10-08,3.4377,3.4377,3.4377,3.4377,0,0
2007-10-09,3.4173,3.4173,3.4173,3.4173,0,0
2007-10-10,3.44,3.44,3.44,3.44,0,0
2007-10-11,3.4762,3.4762,3.4762,3.4762,0,0
2007-10-12,3.44,3.44,3.44,3.44,0,0
2007-10-15,3.4739,3.4739,3.4739,3.4739,0,0
2007-10-16,3.5238,3.5238,3.5238,3.5238,0,0
2007-10-17,3.4762,3.4762,3.4762,3.4762,0,0
2007-10-18,3.3607,3.3607,3.3607,3.3607,0,0
2007-10-19,3.372,3.372,3.372,3.372,0,0
2007-10-22,3.3132,3.3132,3.3132,3.3132,0,0
2007-10-23,3.3652,3.3652,3.3652,3.3652,0,0
2007-10-24,3.3969,3.3969,3.3969,3.3969,0,0
2007-10-25,3.2905,3.2905,3.2905,3.2905,0,0
2007-10-26,3.3494,3.3494,3.3494,3.3494,0,0
2007-10-29,3.4128,3.4128,3.4128,3.4128,0,0
2007-10-30,3.4219,3.4219,3.4219,3.4219,0,0
2007-10-31,3.483,3.483,3.483,3.483,0,0
2007-11-01,3.4354,3.4354,3.4354,3.4354,0,0
2007-11-02,3.3494,3.3494,3.3494,3.3494,0,0
2007-11-05,3.2724,3.2724,3.2724,3.2724,0,0
2007-11-06,3.2747,3.2747,3.2747,3.2747,0,0
2007-11-07,3.2679,3.2679,3.2679,3.2679,0,0
2007-11-08,3.132,3.132,3.132,3.132,0,0
2007-11-09,3.0935,3.0935,3.0935,3.0935,0,0
2007-11-12,3.1093,3.1093,3.1093,3.1093,0,0
2007-11-13,3.089,3.089,3.089,3.089,0,0
2007-11-14,3.1999,3.1999,3.1999,3.1999,0,0
2007-11-15,3.1524,3.1524,3.1524,3.1524,0,0
2007-11-16,3.0957,3.0957,3.0957,3.0957,0,0
2007-11-19,3.0731,3.0731,3.0731,3.0731,0,0
2007-11-20,3.1388,3.1388,3.1388,3.1388,0,0
2007-11-21,3.1116,3.1116,3.1116,3.1116,0,0
2007-11-22,2.9893,2.9893,2.9893,2.9893,0,0
2007-11-23,3.0323,3.0323,3.0323,3.0323,0,0
2007-11-26,3.0006,3.0006,3.0006,3.0006,0,0
2007-11-27,2.944,2.944,2.944,2.944,0,0
2007-11-28,2.8965,2.8965,2.8965,2.8965,0,0
2007-11-29,2.987,2.987,2.987,2.987,0,0
2007-11-30,2.9463,2.9463,2.9463,2.9463,0,0
2007-12-03,2.9825,2.9825,2.9825,2.9825,0,0
2007-12-04,3.0278,3.0278,3.0278,3.0278,0,0
2007-12-05,3.1071,3.1071,3.1071,3.1071,0,0
2007-12-06,3.1025,3.1025,3.1025,3.1025,0,0
2007-12-07,3.1524,3.1524,3.1524,3.1524,0,0
2007-12-10,3.1773,3.1773,3.1773,3.1773,0,0
2007-12-11,3.175,3.175,3.175,3.175,0,0
2007-12-12,3.1433,3.1433,3.1433,3.1433,0,0
2007-12-13,3.0459,3.0459,3.0459,3.0459,0,0
2007-12-14,3.1161,3.1161,3.1161,3.1161,0,0
2007-12-17,3.0323,3.0323,3.0323,3.0323,0,0
2007-12-18,3.0369,3.0369,3.0369,3.0369,0,0
2007-12-19,3.0912,3.0912,3.0912,3.0912,0,0
2007-12-20,3.1229,3.1229,3.1229,3.1229,0,0
2007-12-21,3.1546,3.1546,3.1546,3.1546,0,0
2007-12-24,3.1909,3.1909,3.1909,3.1909,0,0
2007-12-25,3.1999,3.1999,3.1999,3.1999,0,0
2007-12-26,3.2203,3.2203,3.2203,3.2203,0,0
2007-12-27,3.2747,3.2747,3.2747,3.2747,0,0
2007-12-28,3.2769,3.2769,3.2769,3.2769,0,0
2007-12-29,3.2769,3.2769,3.2769,3.2769,0,0
2007-12-31,3.2769,3.2769,3.2769,3.2769,0,0
2008-01-02,3.2679,3.2679,3.2679,3.2679,0,0
2008-01-03,3.2747,3.2747,3.2747,3.2747,0,0
2008-01-04,3.2928,3.2928,3.2928,3.2928,0,0
2008-01-07,3.3177,3.3177,3.3177,3.3177,0,0
2008-01-08,3.3267,3.3267,3.3267,3.3267,0,0
2008-01-09,3.3584,3.3584,3.3584,3.3584,0,0
2008-01-10,3.4015,3.4015,3.4015,3.4015,0,0
2008-01-11,3.4219,3.4219,3.4219,3.4219,0,0
2008-01-14,3.4604,3.4604,3.4604,3.4604,0,0
2008-01-15,3.4354,3.4354,3.4354,3.4354,0,0
2008-01-16,3.3267,3.3267,3.3267,3.3267,0,0
2008-01-17,3.2679,3.2679,3.2679,3.2679,0,0
2008-01-18,3.2724,3.2724,3.2724,3.2724,0,0
2008-01-21,3.1478,3.1478,3.1478,3.1478,0,0
2008-01-22,3.0006,3.0006,3.0006,3.0006,0,0
2008-01-23,3.1161,3.1161,3.1161,3.1161,0,0
2008-01-24,3.141,3.141,3.141,3.141,0,0
2008-01-25,3.1682,3.1682,3.1682,3.1682,0,0
2008-01-28,3.0188,3.0188,3.0188,3.0188,0,0
2008-01-29,3.0255,3.0255,3.0255,3.0255,0,0
2008-01-30,2.9961,2.9961,2.9961,2.9961,0,0
2008-01-31,2.9576,2.9576,2.9576,2.9576,0,0
2008-02-01,2.9553,2.9553,2.9553,2.9553,0,0
2008-02-04,3.1275,3.1275,3.1275,3.1275,0,0
2008-02-05,3.1093,3.1093,3.1093,3.1093,0,0
2008-02-13,3.0459,3.0459,3.0459,3.0459,0,0
2008-02-14,3.0708,3.0708,3.0708,3.0708,0,0
2008-02-15,3.0255,3.0255,3.0255,3.0255,0,0
2008-02-18,3.0731,3.0731,3.0731,3.0731,0,0
2008-02-19,3.1184,3.1184,3.1184,3.1184,0,0
2008-02-20,3.0595,3.0595,3.0595,3.0595,0,0
2008-02-21,3.0618,3.0618,3.0618,3.0618,0,0
2008-02-22,2.9757,2.9757,2.9757,2.9757,0,0
2008-02-25,2.9123,2.9123,2.9123,2.9123,0,0
2008-02-26,2.9033,2.9033,2.9033,2.9033,0,0
2008-02-27,2.9485,2.9485,2.9485,2.9485,0,0
2008-02-28,2.9463,2.9463,2.9463,2.9463,0,0
2008-02-29,2.9667,2.9667,2.9667,2.9667,0,0
2008-03-03,3.0346,3.0346,3.0346,3.0346,0,0
2008-03-04,2.9825,2.9825,2.9825,2.9825,0,0
2008-03-05,2.9463,2.9463,2.9463,2.9463,0,0
2008-03-06,2.9621,2.9621,2.9621,2.9621,0,0
2008-03-07,2.944,2.944,2.944,2.944,0,0
2008-03-10,2.8534,2.8534,2.8534,2.8534,0,0
2008-03-11,2.8534,2.8534,2.8534,2.8534,0,0
2008-03-12,2.7878,2.7878,2.7878,2.7878,0,0
2008-03-13,2.7402,2.7402,2.7402,2.7402,0,0
2008-03-14,2.704,2.704,2.704,2.704,0,0
2008-03-17,2.6202,2.6202,2.6202,2.6202,0,0
2008-03-18,2.5341,2.5341,2.5341,2.5341,0,0
2008-03-19,2.5862,2.5862,2.5862,2.5862,0,0
2008-03-20,2.6383,2.6383,2.6383,2.6383,0,0
2008-03-21,2.6632,2.6632,2.6632,2.6632,0,0
2008-03-24,2.5771,2.5771,2.5771,2.5771,0,0
2008-03-25,2.5998,2.5998,2.5998,2.5998,0,0
2008-03-26,2.6066,2.6066,2.6066,2.6066,0,0
2008-03-27,2.5432,2.5432,2.5432,2.5432,0,0
2008-03-28,2.6156,2.6156,2.6156,2.6156,0,0
2008-03-31,2.5681,2.5681,2.5681,2.5681,0,0
2008-04-01,2.4843,2.4843,2.4843,2.4843,0,0
2008-04-02,2.4617,2.4617,2.4617,2.4617,0,0
2008-04-03,2.4888,2.4888,2.4888,2.4888,0,0
2008-04-07,2.5771,2.5771,2.5771,2.5771,0,0
2008-04-08,2.6021,2.6021,2.6021,2.6021,0,0
2008-04-09,2.5183,2.5183,2.5183,2.5183,0,0
2008-04-10,2.5364,2.5364,2.5364,2.5364,0,0
2008-04-11,2.559,2.559,2.559,2.559,0,0
2008-04-14,2.4639,2.4639,2.4639,2.4639,0,0
2008-04-15,2.4752,2.4752,2.4752,2.4752,0,0
2008-04-16,2.4481,2.4481,2.4481,2.4481,0,0
2008-04-17,2.3982,2.3982,2.3982,2.3982,0,0
2008-04-18,2.3665,2.3665,2.3665,2.3665,0,0
2008-04-21,2.3688,2.3688,2.3688,2.3688,0,0
2008-04-22,2.3801,2.3801,2.3801,2.3801,0,0
2008-04-23,2.4594,2.4594,2.4594,2.4594,0,0
2008-04-24,2.6043,2.6043,2.6043,2.6043,0,0
2008-04-25,2.5953,2.5953,2.5953,2.5953,0,0
2008-04-28,2.559,2.559,2.559,2.559,0,0
2008-04-29,2.5862,2.5862,2.5862,2.5862,0,0
2008-04-30,2.6632,2.6632,2.6632,2.6632,0,0
2008-05-05,2.7017,2.7017,2.7017,2.7017,0,0
2008-05-06,2.6813,2.6813,2.6813,2.6813,0,0
2008-05-07,2.6179,2.6179,2.6179,2.6179,0,0
2008-05-08,2.6836,2.6836,2.6836,2.6836,0,0
2008-05-09,2.6745,2.6745,2.6745,2.6745,0,0
2008-05-12,2.6972,2.6972,2.6972,2.6972,0,0
2008-05-13,2.6813,2.6813,2.6813,2.6813,0,0
2008-05-14,2.7334,2.7334,2.7334,2.7334,0,0
2008-05-15,2.7289,2.7289,2.7289,2.7289,0,0
2008-05-16,2.7221,2.7221,2.7221,2.7221,0,0
2008-05-19,2.7108,2.7108,2.7108,2.7108,0,0
2008-05-20,2.6134,2.6134,2.6134,2.6134,0,0
2008-05-21,2.6428,2.6428,2.6428,2.6428,0,0
2008-05-22,2.6202,2.6202,2.6202,2.6202,0,0
2008-05-23,2.5975,2.5975,2.5975,2.5975,0,0
2008-05-26,2.5681,2.5681,2.5681,2.5681,0,0
2008-05-27,2.5704,2.5704,2.5704,2.5704,0,0
2008-05-28,2.6156,2.6156,2.6156,2.6156,0,0
2008-05-29,2.5794,2.5794,2.5794,2.5794,0,0
2008-05-30,2.5704,2.5704,2.5704,2.5704,0,0
2008-06-02,2.5771,2.5771,2.5771,2.5771,0,0
2008-06-03,2.5794,2.5794,2.5794,2.5794,0,0
2008-06-04,2.5545,2.5545,2.5545,2.5545,0,0
2008-06-05,2.5319,2.5319,2.5319,2.5319,0,0
2008-06-06,2.5228,2.5228,2.5228,2.5228,0,0
2008-06-10,2.4073,2.4073,2.4073,2.4073,0,0
2008-06-11,2.3892,2.3892,2.3892,2.3892,0,0
2008-06-12,2.3552,2.3552,2.3552,2.3552,0,0
2008-06-13,2.3167,2.3167,2.3167,2.3167,0,0
2008-06-16,2.2918,2.2918,2.2918,2.2918,0,0
2008-06-17,2.242,2.242,2.242,2.242,0,0
2008-06-18,2.3099,2.3099,2.3099,2.3099,0,0
2008-06-19,2.2148,2.2148,2.2148,2.2148,0,0
2008-06-20,2.2442,2.2442,2.2442,2.2442,0,0
